"排名","代號","名稱","成交","漲跌價","漲跌幅","平均業外損益(億)","2011業外損益(億)","2012業外損益(億)","2013業外損益(億)","2014業外損益(億)","2015業外損益(億)","2016業外損益(億)","2017業外損益(億)","2018業外損益(億)","2019業外損益(億)","2020業外損益(億)","2021業外損益(億)","2022業外損益(億)","23Q1業外損益(億)"
"1541",="8227","巨有科技","195.5","-5","-2.49","0.02","","0.01","0.08","0.1","0.13","0.01","0.01","-0.01","0.1","0.01","0","-0.24","0.01"
"1542",="9902","台火","12.3","-0.1","-0.81","0.48","0.09","0.25","1.74","0.29","0.35","0.23","0.23","0.37","0.53","0.46","1.42","-0.24","0.15"
"1543",="2406","國碩","17.7","-0.25","-1.39","-2.43","2.01","0.24","-5.58","3.79","-2.62","0.76","-3.49","-21.5","1.61","-2.55","-1.62","-0.24","-0.05"
"1544",="3363","上詮","50.5","-0.5","-0.98","0.31","0.35","-0.03","0.07","0.22","0.39","1.81","-0.16","0.6","0.26","0.16","0.31","-0.24","0.46"
"1545",="2440","太空梭","11.7","-0.15","-1.27","0.01","-0.01","-0.15","0.19","0.26","-0.02","-0.47","0.1","-0.59","-0.45","1.56","-0.07","-0.25","-0.02"
"1546",="5016","松和","28.75","-0.5","-1.71","-0.1","-0.17","-0.18","-0.2","-0.03","-0.07","0.03","-0.09","0.05","-0.06","-0.02","-0.18","-0.25","-0.03"
"1547",="4502","健信","37","0","0","-0.29","-0.28","-0.7","-0.33","-0.18","0","-0.39","-0.44","0.04","-0.33","-0.35","-0.32","-0.25","-0.08"
"1548",="8040","九暘","44.1","-0.9","-2","0.03","-0.13","0.44","0.06","0.02","0.11","-0.11","0.46","-0.21","1.26","-0.94","-0.4","-0.25","0.22"
"1549",="8440","綠電","40.8","-1.1","-2.63","0.13","0.48","-0.02","0.45","0.37","0.45","-0.04","-0.08","0.03","0.03","0.1","0.09","-0.26","0.12"
"1550",="8431","匯鑽科","68.2","+0.6","+0.89","-0.05","0.13","0.11","0.15","0.2","0.18","-0.12","-0.16","-0.14","-0.28","-0.12","-0.25","-0.27","-0.06"
"1551",="3666","光耀","26.25","+2.35","+9.83","-0.09","-1.43","-0.12","0.29","0.62","0.12","-0.55","-0.04","0.03","-0.13","0.1","0.27","-0.27","-0.01"
"1552",="9906","欣巴巴","61.3","-2.5","-3.92","-0.08","0.86","-0.06","-0.04","-0.05","-0.13","-0.33","-0.05","-0.1","-0.1","-0.39","-0.34","-0.29","-0.17"
"1553",="1432","大魯閣","17.9","+0.45","+2.58","0.4","-0.21","6.03","0.64","1.05","0.72","0.64","0","0.12","-4.39","0.61","-0.13","-0.29","-0.08"
"1554",="4905","台聯電","87","+3","+3.57","1.99","2.25","0.21","0.38","0.57","1.64","3.73","12.2","-0.39","2","0.71","0.92","-0.29","0.73"
"1555",="3252","海灣","23.4","0","0","0.05","","-0.05","-0.48","-0.11","3.2","-0.4","-0.73","-0.37","-0.42","-0.09","0.29","-0.3","-0.08"
"1556",="4903","聯光通","20.5","-0.05","-0.24","0.05","0.2","0.09","-0.01","0.01","0.07","0.34","0.47","0.12","0.02","-0.27","-0.16","-0.3","-0.01"
"1557",="9946","三發地產","14.15","-0.1","-0.7","0.11","0.12","0.04","0.21","0.16","0.23","0.16","0.86","-0.07","-0.09","0.11","-0.06","-0.3","0.02"
"1558",="5546","永固-KY","40.5","-0.85","-2.06","-0.41","","","","","","","","-0.93","-0.6","0.33","-0.56","-0.3","-0.09"
"1559",="3018","隆銘綠能","12.95","+1.15","+9.75","-0.22","0","-0.04","0","-0.03","-0.03","-0.13","-0.12","-1.1","0.28","-0.19","-1.02","-0.3","-0.05"
"1560",="8472","夠麻吉","39.5","0","0","0.06","","","0.06","0.09","0.12","0.06","0.08","0.12","0.07","0.05","0.29","-0.3","0.17"
"1561",="8096","擎亞","11.8","+0.15","+1.29","-0.79","-3.2","-1.79","0","0.67","1.38","-0.76","-1.58","-1.21","-0.56","-1.43","-0.64","-0.31","-0.46"
"1562",="5484","慧友","25.2","+0.55","+2.23","0.04","-0.16","-0.13","0.03","0.22","0.04","0.18","0.06","0.02","0.11","0.43","0.05","-0.31","0.19"
"1563",="2230","泰茂","115.5","-0.5","-0.43","-0.03","0.02","-0.02","0.01","0.14","0.1","-0.02","-0.22","0.03","-0.02","-0.01","-0.07","-0.31","0.03"
"1564",="1512","瑞利","13.45","0","0","-0.63","-0.26","-0.73","-0.07","-0.13","-0.34","-1.02","-1.48","-0.68","-2.78","0.09","0.09","-0.31","0.13"
"1565",="2243","宏旭-KY","16.75","-0.55","-3.18","-0.29","","","","-0.41","-0.31","-0.22","-0.22","-0.51","-0.28","0.4","-0.7","-0.32","0.09"
"1566",="6873","泓德能源-創","115","-3","-2.54","-0.09","","","","","","","","","0.02","-0.02","-0.04","-0.33","-0.01"
"1567",="1240","茂生農經","45.9","0","0","0.5","","","","","0.22","1.07","0.85","0.46","0.65","0.53","0.53","-0.33","-0.01"
"1568",="4148","全宇生技-KY","62","-0.2","-0.32","0.07","-0.13","0.06","","","-0.61","0.06","0","0.42","0.31","0.47","0.48","-0.33","0.19"
"1569",="3552","同致","145.5","-2.5","-1.69","-0.09","-0.09","-0.4","0.59","0.43","-0.45","-1.15","-0.58","-0.52","-0.31","1.44","0.25","-0.34","0.54"
"1570",="4420","光明","29.85","-0.05","-0.17","0.08","","0.01","0.11","0.26","0.7","0.02","0.17","0.05","-0.18","-0.1","0.19","-0.34","-0.01"
"1571",="1201","味全","19.95","0","0","0.66","-0.29","-1.08","-1.91","-5.71","-9.55","2.45","7.46","4.8","11.8","-0.52","0.74","-0.34","0.55"
"1572",="6541","泰福-KY","74.5","-0.5","-0.67","0.22","","","0.02","-0.08","-0.03","1.07","-0.07","0.57","0.54","-0.05","0.56","-0.36","-0.09"
"1573",="1438","三地開發","30.3","-0.1","-0.33","0.02","","0.15","0","0.03","0.04","0.01","0.02","-0.04","-0.02","0.01","0.4","-0.36","-0.14"
"1574",="4207","環泰","17.15","-1.7","-9.02","0.17","-0.68","0.21","0.42","-0.28","-0.65","-0.08","-0.63","0.29","-0.41","0.11","4.05","-0.38","-0.04"
"1575",="5516","雙喜","30.7","+0.75","+2.5","-0.09","","-0.11","-0.06","0.02","-0.07","0.07","0.08","0.01","-0.12","-0.13","-0.28","-0.38","-0.1"
"1576",="8341","日友","143","-2","-1.38","0.11","","","0.34","-0.02","-0.02","0.05","0.54","0.29","0.37","0.24","-0.27","-0.38","-0.11"
"1577",="5515","建國","14.35","0","0","2.49","0.69","11.5","12.9","0.24","-0.58","0.34","0.44","0.15","0.46","1.62","2.6","-0.38","0.61"
"1578",="3346","麗清","54.4","+2.3","+4.41","-0.01","0.21","-0.16","0.36","0.05","-0.05","-0.24","0.12","0","-0.39","0.1","0.27","-0.39","-0.15"
"1579",="4129","聯合","74.2","+3.3","+4.65","-0.04","0.23","-0.04","0.16","0.07","-0.13","-0.01","0.04","0.23","0.09","0.19","-0.87","-0.39","-0.19"
"1580",="4994","傳奇","47.85","-1.1","-2.25","-0.12","0","0.06","0.09","0.31","0.09","0.37","0.05","-0.1","0.05","-0.07","-1.93","-0.39","0.11"
"1581",="1455","集盛","10.3","-0.1","-0.96","1.45","","0.78","2.41","1.14","2.17","0.56","0.88","1.34","1.09","2.45","3.57","-0.41","0.2"
"1582",="2358","廷鑫","10.2","0","0","-0.18","0.13","0.03","-0.15","-0.08","-0.16","-0.1","0.1","-0.29","-0.36","-0.44","-0.38","-0.41","-0.11"
"1583",="5324","士開","10.9","+0.35","+3.32","-0.16","-1.64","-0.13","-0.31","-0.06","-0.63","-0.13","-0.32","-0.56","-0.41","2.29","0.33","-0.42","-0.17"
"1584",="8446","華研","111.5","+2.5","+2.29","0.3","0.1","0.16","0.26","0.66","0.39","0.02","0.71","0.73","0.56","0.1","0.29","-0.42","-0.08"
"1585",="3713","新晶投控","30.25","+2.75","+10","-0.08","","","","","","","","-0.05","0.15","0.01","-0.1","-0.42","-0.03"
"1586",="5701","劍湖山","9","+0.1","+1.12","-0.51","-0.63","-1.35","0.14","-0.15","-0.1","-0.64","-1.27","-0.04","-0.93","-0.6","-0.15","-0.43","-0.09"
"1587",="5222","全訊","183.5","-2.5","-1.34","-0.08","0.1","0.04","0","0.02","0","-0.15","-0.13","-0.11","-0.14","-0.09","-0.07","-0.43","-0.01"
"1588",="8437","大地-KY","99.7","+0.2","+0.2","0.29","","","0.14","0.26","0.31","0.15","0.44","0.36","0.76","0.67","0.28","-0.43","0"
"1589",="9950","萬國通","19.9","-1.05","-5.01","0.06","0.24","-0.01","0.26","0.17","0.24","-0.06","0.04","0.24","0.02","0.47","-0.39","-0.44","-0.18"
"1590",="2545","皇翔","40.5","-0.1","-0.25","-1.97","-3.75","-1.74","-1.59","-1.14","-1.78","-4.47","-2.54","3.4","-3.21","-3.08","-3.35","-0.45","-1.3"
"1591",="4737","華廣","78","-0.2","-0.26","-0.31","0.22","-0.05","-0.21","-0.63","-0.67","-0.44","-0.6","-0.79","-0.22","0.1","-0.01","-0.45","-0.08"
"1592",="5230","雷笛克光學","24.7","-0.2","-0.8","-0.03","0.1","0.18","0.17","0.07","-0.27","-0.13","-0.14","0.05","0.15","-0.09","-0.02","-0.45","-0.02"
"1593",="2314","台揚","43.5","-0.65","-1.47","-0.21","-3.77","0.02","-0.38","-1","1.83","0.12","0.12","0.26","-0.02","0.56","0.17","-0.47","-0.12"
"1594",="3058","立德","26.8","-0.65","-2.37","0.23","0.41","0.81","-0.06","0.05","-0.51","0.51","0.59","0.3","0.6","0.43","0.11","-0.48","0.41"
"1595",="2640","大車隊","117.5","+1","+0.86","-0.17","0.05","-0.17","0.09","0.11","-0.33","-0.27","-0.08","-0.02","-0.48","-0.35","-0.16","-0.48","0.03"
"1596",="2465","麗臺","35.3","-0.8","-2.22","-0.03","0.12","0.22","0.17","-0.13","1.27","-0.61","-0.13","-0.53","-0.18","0.03","-0.08","-0.49","-0.03"
"1597",="2910","統領","29.6","-0.5","-1.66","-0.12","-0.06","-0.04","-0.08","-0.05","-0.09","0.05","-0.69","-0.36","0.26","-0.06","0.11","-0.49","0.13"
"1598",="6180","橘子","79.7","-0.9","-1.12","-0.38","-0.78","-0.85","-0.57","-0.15","4.15","-3.36","0.81","1.15","-0.82","-0.72","-2.89","-0.5","0.05"
"1599",="6264","富裔","7.61","-0.14","-1.81","-0.14","0.03","0.02","-0.01","-0.24","-0.28","-0.36","-0.36","-0.21","-0.31","-0.18","0.67","-0.51","-0.09"
"1600",="5356","協益","31.55","0","0","2.4","3.95","0.75","3.92","13","1.99","2.03","-0.14","1.51","1.03","0.36","0.87","-0.52","0.81"
"1601",="8462","柏文","160.5","+3","+1.9","-0.1","","","0.04","0.08","0.11","0.07","0.15","0.01","-0.51","-0.43","0.02","-0.52","-0.27"
"1602",="5538","東明-KY","37.35","-0.35","-0.93","-0.51","","-0.1","-0.35","-0.08","0.02","-0.05","-0.52","-0.56","-0.66","-1.02","-1.72","-0.53","-0.36"
"1603",="4804","大略-KY","5.4","-0.1","-1.82","-0.22","","0","-0.01","0.05","0.16","0.4","-0.07","-1.79","-0.18","-0.2","-0.25","-0.55","-0.23"
"1604",="8042","金山電","36.8","-0.5","-1.34","0.03","0.17","0.22","0.13","0.62","0.54","-0.18","1.58","-0.85","-0.14","-1.27","0.13","-0.55","0.08"
"1605",="4303","信立","18.45","+0.35","+1.93","1.53","0.44","0","0.16","0.18","0.13","-0.01","15.2","0.9","1.06","-0.36","1.22","-0.55","0.24"
"1606",="3715","定穎投控","30.9","-1.65","-5.07","-0.29","","","","","","","","","","","-0.02","-0.57","-0.91"
"1607",="5904","寶雅","539","-15","-2.71","0.09","","0.65","0.78","0.42","0.2","0.49","0.01","0.36","-0.7","-0.44","-0.23","-0.58","-0.12"
"1608",="8077","洛碁","38.35","0","0","-0.78","","-0.07","0.55","0.1","-0.05","-0.81","-0.11","-0.94","-0.76","-4.82","-1.08","-0.59","-0.14"
"1609",="3413","京鼎","183.5","-2","-1.08","0.11","-0.29","0.28","0.71","0.6","0.45","0.83","1.09","1","-0.86","-1.18","-0.74","-0.6","-0.09"
"1610",="6244","茂迪","33.75","-1","-2.88","-4.51","-4.45","-10.4","-1.25","-0.06","-3.08","-1.55","-4.97","-25.6","-2.97","1.35","-0.52","-0.61","-0.01"
"1611",="4939","亞電","17","+0.2","+1.19","-0.17","0.23","-0.39","0.33","0.24","-0.81","-0.46","0.21","-0.34","-0.62","0.18","0.01","-0.61","-0.03"
"1612",="3710","連展投控","11.05","0","0","-0.34","","","","","","0","0.03","0.97","0.57","-1.71","-1.62","-0.61","0.07"
"1613",="1532","勤美","36.25","-0.1","-0.28","1.62","-3.29","1.74","28.8","-1.33","0.16","0.92","-1.08","-0.53","-1.46","-3.3","-0.55","-0.61","-0.57"
"1614",="2543","皇昌","9.9","-0.04","-0.4","0.79","-0.74","1.78","2.03","0.6","0.99","0.91","-0.14","-0.06","-0.16","-0.28","5.19","-0.62","-0.22"
"1615",="3041","揚智","18.85","-0.55","-2.84","1.22","2.83","0.44","9.83","0.74","1.33","-2.49","0.63","0.58","0.59","0.59","0.14","-0.62","-0.17"
"1616",="2061","風青","20.55","+1.3","+6.75","-0.03","-0.2","0.04","-0.13","-0.07","-0.3","0.15","0.19","-0.13","-0.04","-0.02","0.79","-0.64","0.05"
"1617",="2419","仲琦","40.25","+3.65","+9.97","-0.12","0.39","0.04","0.33","0.51","-0.37","-0.97","-0.35","0.06","-0.74","0.22","0.12","-0.66","-0.23"
"1618",="4927","泰鼎-KY","66.8","+1","+1.52","-0.5","-0.71","-0.25","-1.41","-0.76","-1.76","-0.78","0.18","0.06","0.05","0.45","-0.41","-0.66","-0.54"
"1619",="8011","台通","18.75","+0.1","+0.54","-0.1","0.34","0.11","0.57","0.43","-0.13","-0.13","-0.35","-0.16","-0.23","-0.16","-0.82","-0.67","-0.19"
"1620",="4139","馬光-KY","35.45","-0.05","-0.14","0.16","0.01","0.11","0.26","0.6","-0.1","-0.09","0.15","0.48","0.56","0.47","0.11","-0.68","-0.03"
"1621",="6141","柏承","17.55","0","0","0.31","0.61","0","0.57","0.42","-0.52","-0.39","-0.01","-1.57","3.46","0.79","1","-0.69","-0.15"
"1622",="1436","華友聯","65","+2.2","+3.5","0.37","8.84","0.52","0.09","0","-0.3","-0.75","-0.62","-0.6","-0.77","-0.82","-0.48","-0.69","-0.16"
"1623",="8418","捷必勝-KY","9.74","-0.06","-0.61","-0.68","-0.4","-1.91","-0.82","-0.66","-0.9","0.39","-1.36","-0.1","-0.45","-0.39","-0.87","-0.7","0.04"
"1624",="2509","全坤建","16.15","-0.1","-0.62","-0.46","-1.37","-0.23","-0.3","-0.12","-0.41","-0.4","-0.45","-0.54","0.07","-0.64","-0.42","-0.7","-0.32"
"1625",="6443","元晶","34.05","-0.95","-2.71","-0.62","","","-0.68","-0.74","-0.57","-1.07","-0.98","-0.15","-0.87","-0.3","-0.1","-0.72","0.42"
"1626",="5014","建錩","15.2","-0.2","-1.3","-0.77","-0.07","-0.48","-0.58","-0.71","-0.99","-1.03","-2.67","-1.12","-1.07","1.24","-1","-0.73","-0.38"
"1627",="6477","安集","49.35","-0.55","-1.1","-0.38","","","-0.08","-0.21","-0.25","-0.38","-0.63","-0.51","-0.36","-0.24","-0.37","-0.75","-0.14"
"1628",="1215","卜蜂","91.9","+0.8","+0.88","1.17","0.87","2.27","0.25","0.22","0.28","0.49","0.88","0.06","7.44","1.51","0.53","-0.75","-0.47"
"1629",="3555","重鵬","38.5","-0.3","-0.77","-0.04","0.23","-2.54","0.33","0.02","0.06","0.02","1.15","0.29","0.25","-0.24","0.65","-0.77","0.06"
"1630",="4147","中裕","98.4","-2.1","-2.09","-0.22","0.36","","","","0.19","0.31","0.21","-0.01","-1.89","-0.51","0.15","-0.77","-0.1"
"1631",="3691","碩禾","90.2","-4.3","-4.55","-1.54","0.39","-0.47","-0.41","1.99","-0.32","-0.82","-1.53","-12.4","-1.35","-1.01","-1.71","-0.78","-0.15"
"1632",="4113","聯上","17.2","-0.1","-0.58","-0.56","","-0.1","-0.17","-0.39","0.6","-0.48","-0.38","-0.63","-2.61","-0.62","-0.64","-0.78","-0.24"
"1633",="5475","德宏","13.15","-0.25","-1.87","-0.42","-0.27","-0.22","0.59","0.13","-1.98","-3.97","-0.04","-0.05","-0.21","1.17","0.64","-0.78","0.04"
"1634",="1616","億泰","10.25","-0.1","-0.97","0.4","-0.63","0.27","0.98","-0.68","4.92","-0.04","0.02","0.02","0.08","0.46","0.15","-0.8","-0.16"
"1635",="3054","立萬利","20.1","-0.9","-4.29","0.63","0.11","0.12","1.08","0.37","0.18","0.86","2.22","0.61","0.9","0.9","1.06","-0.8","0.24"
"1636",="1760","寶齡富錦","134.5","-3.5","-2.54","-0.02","0.07","0.03","0.09","0.1","-0.04","0","-0.02","0.32","0.02","-0.15","0.17","-0.81","0.39"
"1637",="2114","鑫永銓","108.5","-1.5","-1.36","0.57","0.26","-0.09","0.3","0.4","0.35","-0.23","-0.36","0.03","0.45","1.1","5.43","-0.81","0.04"
"1638",="1231","聯華食","94.6","+0.4","+0.42","0.58","0.43","0.44","1.05","0.37","0.85","1","0.59","0.57","0.65","1.12","0.64","-0.81","0.32"
"1639",="2458","義隆","107.5","-0.5","-0.46","1.08","1.8","-0.03","0.58","2.55","0.63","-0.28","-0.88","1.4","7.28","-3.24","3.96","-0.81","0.64"
"1640",="6472","保瑞","805","+3","+0.37","0.55","","","-0.01","-0.05","0.16","-0.03","-0.01","2.99","-0.19","3.69","-0.22","-0.82","-1.05"
"1641",="3360","尚立","13.7","-0.1","-0.72","-0.5","0.07","0.12","-0.15","-0.65","-0.28","-0.43","-0.66","-0.9","-1.6","-0.53","-0.22","-0.83","-0.35"
"1642",="3089","億杰","125","-13.5","-9.75","-0.47","-0.09","0.43","-0.13","-0.28","-0.38","-4.02","-0.75","0.18","0.16","-0.04","0.14","-0.84","0.52"
"1643",="5607","遠雄港","68.3","0","0","-0.59","-0.53","-0.53","-0.45","-0.34","-0.42","-0.39","-0.31","-0.52","-0.93","-0.79","-1.04","-0.86","-0.36"
"1644",="2415","錩新","28.45","+2.55","+9.85","-0.28","-0.38","-0.11","-0.06","1.26","-0.22","-0.35","-0.32","-0.53","-0.63","-1.09","-0.07","-0.87","-0.33"
"1645",="2612","中航","41.55","-0.25","-0.6","0.11","2.9","-0.77","-0.55","-1.63","-1.76","-3.26","-0.83","-0.48","-0.81","1.85","7.59","-0.88","0.84"
"1646",="6668","中揚光","40.3","-0.8","-1.95","-0.23","","","","","-0.01","0.03","-0.22","0.02","-0.26","-0.26","-0.28","-0.9","0"
"1647",="3682","亞太電","6.4","+0.08","+1.27","-1.57","49.5","0.65","-0.13","-103","22.7","8.32","-0.62","1.73","0.25","1.42","0.83","-0.92","-0.64"
"1648",="2332","友訊","22.15","-0.3","-1.34","2.06","2.86","4.21","3.48","-1.64","-5.05","0.66","3.32","0.48","0.95","14.2","2.25","-0.95","0.28"
"1649",="1443","立益物流","28.55","-0.3","-1.04","-0.96","-0.49","0.07","-0.02","0.2","-0.83","-1.68","-1.91","-3.87","-0.91","-1.39","0.33","-0.99","-0.29"
"1650",="1316","上曜","12","-0.05","-0.41","0.19","0.64","-0.43","-0.78","1.71","-0.07","0.17","0.21","1.47","0.34","-0.72","0.73","-1","0.12"
"1651",="2727","王品","298","-6","-1.97","-0.96","-0.44","0.65","0.19","-0.17","-3.54","-0.73","-0.54","0.19","-1.64","-2.1","-2.37","-1.01","-0.1"
"1652",="2436","偉詮電","57.9","+2.7","+4.89","1.37","0.49","0.36","1.1","2.32","1.34","0.86","1.41","0.47","3.11","2.36","3.68","-1.04","0.73"
"1653",="2031","新光鋼","43.95","-1.05","-2.33","1.84","-1.08","-0.28","-0.96","-2.17","4.33","0.59","2.15","7.14","2.22","4.43","6.71","-1.05","1.34"
"1654",="9907","統一實","17.75","-0.4","-2.2","-0.43","1.33","-2.13","0.13","-3.14","-3.88","-4.5","-3.68","12.1","-0.95","0.13","0.48","-1.06","-0.17"
"1655",="5388","中磊","114","-5.5","-4.6","0.38","1.4","-0.98","1.52","0.09","-0.81","0.32","0.49","1.3","2.91","-0.26","-0.27","-1.08","-0.44"
"1656",="8367","建新國際","45.85","-0.35","-0.76","0.12","-0.05","0.21","0.2","-0.35","-0.17","-0.05","-0.18","-0.29","-0.33","0.16","3.36","-1.09","0.39"
"1657",="2491","吉祥全","15.2","+0.05","+0.33","0.35","-3.11","-9.83","-0.17","3.02","0.73","0.14","0.44","-0.17","13.5","0.78","0.01","-1.11","0.98"
"1658",="6753","龍德造船","107","+1.5","+1.42","-0.4","","","","","","","","-0.04","-0.15","-0.18","-0.49","-1.13","-0.11"
"1659",="2540","愛山林","83.9","-3.3","-3.78","-0.71","-0.03","-0.04","-0.09","-0.18","-0.33","-1.04","-0.85","-0.89","-1.37","-1.13","-1.44","-1.14","-0.78"
"1660",="3528","安馳","54.3","-1.2","-2.16","0","","0.12","0.19","0","-0.04","0.25","0.11","-0.36","0.09","0.52","0.35","-1.16","-0.24"
"1661",="9918","欣天然","41.95","+0.05","+0.12","0.4","-0.52","0.6","0.85","-0.15","0.61","0.5","0.95","0.09","0.82","0.85","1.37","-1.17","0.44"
"1662",="4714","永捷","11.9","-0.35","-2.86","0.23","0.33","-0.26","0.02","0.12","-0.02","0.17","0","1.17","0.38","0.13","1.87","-1.19","0.31"
"1663",="2705","六福","23.35","-0.1","-0.43","-0.26","3.7","-0.41","0.12","-0.49","-0.77","-0.49","-3.8","-0.9","-1.58","0.66","2.07","-1.19","-0.46"
"1664",="2392","正崴","43.25","-0.45","-1.03","7.1","7.43","6.46","8.63","11","25.5","10.1","4.34","7.57","1.03","1.89","2.43","-1.2","-7.08"
"1665",="2537","聯上發","7.19","-0.03","-0.42","-0.52","","-0.2","-0.32","-0.28","-0.25","-0.15","-0.35","-0.37","-1.59","-0.29","-0.67","-1.22","-0.35"
"1666",="2030","彰源","21.45","-0.3","-1.38","-1.21","-1.22","-1.37","-1.07","-1.37","-1.48","-1.87","-1.24","-1.49","-1.05","-0.47","-0.69","-1.25","-0.18"
"1667",="9929","秋雨","9.15","+0.02","+0.22","0.84","-0.41","-0.26","-0.33","-0.03","0.11","3.09","-0.09","0.45","-0.46","9.49","-0.17","-1.25","0.04"
"1668",="4977","眾達-KY","89.6","-0.2","-0.22","0.04","0.08","0.1","0","0.2","0.49","0.21","-0.31","0.08","-0.68","1","0.52","-1.27","0.46"
"1669",="2069","運錩","19.7","-0.2","-1.01","0.44","","","","-0.86","-0.58","-0.53","-0.42","9.43","-0.81","-0.66","-0.37","-1.3","-0.33"
"1670",="3313","斐成","10.35","-0.05","-0.48","-0.06","0.38","-0.31","0.28","0.71","-1.04","-0.82","-0.43","1.13","0.08","-0.1","0.75","-1.33","0.24"
"1671",="1608","華榮","23.2","+0.05","+0.22","2.3","-0.69","4.1","7.02","2.36","-1.25","0.69","3.2","-7.03","7.4","2.55","10.7","-1.41","2.22"
"1672",="2534","宏盛","21.8","-0.1","-0.46","0.04","","4.06","2.24","-1.17","-1.75","-1.89","1.86","0.54","0.27","-0.73","-1.53","-1.42","-0.34"
"1673",="9938","百和","54.9","-0.1","-0.18","-0.52","-0.25","-0.36","0.07","0.33","0.42","0.37","-0.83","-1.58","-2.22","-1.25","0.49","-1.44","-1.82"
"1674",="2613","中櫃","21.5","-0.1","-0.46","-0.66","-0.2","-0.2","-0.18","-0.1","-0.44","-0.58","-0.27","-0.37","-1.33","-1.42","-1.31","-1.46","-0.55"
"1675",="1708","東鹼","35.6","-0.7","-1.93","-0.36","-0.27","1.2","0.88","0.4","-3.22","0.67","0.27","-0.96","-1.27","-0.66","0.05","-1.47","-0.51"
"1676",="2022","聚亨","9.61","+0.22","+2.34","-1.99","-2.39","-0.72","-3.21","0.08","-3.1","-1.01","-0.38","1.01","-5.63","-3.24","-3.79","-1.47","0.87"
"1677",="1457","宜進","17.5","-0.1","-0.57","1.39","0.57","1.74","1.77","-0.19","5.51","0.73","5.7","3.23","-0.49","-0.95","0.67","-1.59","0.18"
"1678",="1815","富喬","13.25","-0.4","-2.93","-0.89","-1.22","-0.8","-0.47","-0.7","-0.34","-0.67","-1.25","-1.45","-1.83","0.13","-0.38","-1.68","-0.02"
"1679",="8473","山林水","29.85","+0.2","+0.67","-1.18","","","-1.29","-0.45","-1.1","-0.91","-0.79","-0.75","-1.48","-1.59","-1.73","-1.71","-0.27"
"1680",="1795","美時","284.5","-5.5","-1.9","-1.94","1.13","-0.06","-1.85","-1.52","-1.44","-2.25","-3.12","-2.85","-2.23","-3.08","-4.25","-1.71","-1.59"
"1681",="4120","友華","45.95","+2.65","+6.12","0.56","0.19","0.46","3.74","0.19","-0.58","-0.07","0.97","0.14","0.29","1.32","1.8","-1.79","0.28"
"1682",="2605","新興","19.8","-0.3","-1.49","-1.48","-1.79","-1.7","-1.34","-1.77","-1.41","-0.72","-0.14","-2.33","-1.69","-0.29","-2.79","-1.8","0.79"
"1683",="3380","明泰","43.3","+1.45","+3.46","0.38","2.4","-0.91","1.3","1.89","-3.6","1.55","0.84","1.16","1.08","0.22","0.45","-1.81","-0.4"
"1684",="8404","百和興業-KY","23.7","-0.3","-1.25","-0.34","-0.57","0.11","0.41","0.26","0.62","0.59","-0.46","-1.42","-1.52","-0.82","0.6","-1.83","-1.18"
"1685",="2520","冠德","30.1","-0.45","-1.47","-2.5","-2.61","-1.52","3.06","-1.28","-2.64","-5.26","-1.12","-8.29","-3.84","-2.8","-1.86","-1.88","-0.35"
