"排名","代號","名稱","成交","漲跌價","漲跌幅","平均業外損益(%)","20Q3業外損益(%)","20Q4業外損益(%)","21Q1業外損益(%)","21Q2業外損益(%)","21Q3業外損益(%)","21Q4業外損益(%)","22Q1業外損益(%)","22Q2業外損益(%)","22Q3業外損益(%)","22Q4業外損益(%)","23Q1業外損益(%)","23Q2業外損益(%)"
"1429",="1788","杏昌","139","0","0","0.37","0.97","0.64","1.11","0.69","0.09","0.17","0.32","0.47","-0.22","-1.45","0.73","0.88"
"1430",="2516","新建","7.92","+0.15","+1.93","0.6","0.6","2.58","0.09","0.68","-0.34","2.42","0.35","-0.73","-0.9","0.72","1.17","0.49"
"1431",="5212","凌網","47.9","+2.5","+5.51","-0.13","0.64","0.08","-0.01","-0.5","0.27","0.3","-1.47","0.18","-0.68","0.78","-1.57","0.45"
"1432",="6212","理銘","50.5","+0.1","+0.2","-8.35","-0.04","0.01","0.06","-10.7","-0.03","-0.08","-0.01","-84.9","64.8","-0.22","-0.03","-69"
"1433",="6241","易通展","13.1","+0.05","+0.38","1.58","3.61","5.76","4.98","5.69","1.09","1.4","0.02","-0.1","3.32","-5.51","-2.52","1.18"
"1434",="6629","泰金-KY","48.45","0","0","0.1","10.5","-4.75","2.59","-2.62","-5.31","0.52","4.21","-2","1.35","-4.69","-1.32","2.8"
"1435",="3570","大塚","131.5","-0.5","-0.38","0.07","0.2","0.09","0.26","0.07","0.06","0.22","-1.68","0.42","0.08","0.39","0.16","0.51"
"1436",="2392","正崴","44.85","-1.05","-2.29","0.17","0.68","-1.3","0.55","0.81","0.11","-0.11","1.38","0.66","-1.13","-0.75","-3.8","4.95"
"1437",="6728","上洋","129","0","0","-0.21","-0.26","0.06","-0.74","0.63","-0.99","-0.17","0.25","-0.06","-0.29","-0.5","-0.37","-0.03"
"1438",="8096","擎亞","10.75","-0.05","-0.46","-0.39","-0.41","-1.07","-0.12","-0.54","-0.23","0.04","0.31","0.24","1.03","-2.77","-1.26","0.12"
"1439",="6593","台灣銘板","79.7","+0.7","+0.89","-0.55","-0.29","-0.93","-0.28","-1.17","-0.3","-0.46","0.65","-0.43","0.18","-1.15","-0.89","-1.57"
"1440",="3092","鴻碩","35.95","-0.4","-1.1","0.09","0.02","0.36","0.04","0.07","-0.22","0.07","-0.46","0.29","-0.57","0.27","1.62","-0.42"
"1441",="4564","元翎","25.5","+0.1","+0.39","-1.59","-0.57","0.67","-1.25","-2.39","-3.08","-1.31","2.79","-1.63","1.51","-4.62","-2.25","-6.91"
"1442",="5511","德昌","71.7","-0.4","-0.55","0.79","1.7","1.24","1.75","1.11","-0.37","1.3","0.02","-1.08","-0.02","0.33","2.65","0.85"
"1443",="4513","福裕","19.5","-0.15","-0.76","-0.22","0.65","0.6","-0.47","-1.06","-0.1","2.95","0.75","0.26","0.4","-2.23","-2.99","-1.44"
"1444",="5388","中磊","127","+1","+0.79","-0.14","-0.1","-0.25","-0.03","-0.19","0.07","-0.1","0.04","-0.11","-0.27","-0.26","-0.28","-0.24"
"1445",="6248","沛波","27.3","-0.15","-0.55","-0.12","-0.31","-0.04","-0.34","1.16","-0.73","-0.36","-0.12","-0.06","0.02","-0.53","-0.07","0"
"1446",="1201","味全","18.75","-0.05","-0.27","0.13","0.13","0.41","0.47","-0.84","0.54","1.32","0.12","-0.7","0.64","-0.88","1.14","-0.75"
"1447",="8066","來思達","29.4","+0.1","+0.34","-0.27","-0.38","-0.39","0.3","-0.8","-0.71","-0.07","-0.25","-0.19","0.53","-0.87","-0.28","-0.18"
"1448",="2539","櫻花建","40","-0.05","-0.12","-92.8","-0.8","-0.32","-4.31","-808","-0.42","-0.19","-208","-0.1","-0.09","","-0.07","0.91"
"1449",="5013","強新","33.5","-0.1","-0.3","-0.44","0.09","-0.8","-0.73","-0.7","-0.59","-0.49","0.04","-0.11","0.42","-1.22","-0.85","-0.28"
"1450",="4979","華星光","168","+4.5","+2.75","-2.89","3.6","-2.96","1.9","-0.72","-4.3","-34","1.37","1.14","3.32","-4.24","-0.14","0.3"
"1451",="8183","精星","50.3","-1.3","-2.52","0","0.95","0.19","-0.04","0.08","0.68","0.5","0.5","-0.45","-0.31","-0.51","-0.37","-1.15"
"1452",="8488","吉源-KY","17.1","-0.2","-1.16","-0.24","2.24","-0.87","-0.28","0.6","-0.33","0.48","1.47","2.47","-3.71","-0.06","-2.42","-2.48"
"1453",="4440","宜新實業","27.95","0","0","0.57","0.47","1.54","1.54","0.92","0.28","0.63","-0.54","-1.32","0.32","0.82","-0.55","2.72"
"1454",="2618","長榮航","30.95","-0.3","-0.96","-1.73","-5.04","-4.27","-3.3","-4.07","-1.69","-1.42","0.1","0.09","1.8","-2.59","-0.81","0.48"
"1455",="9907","統一實","16.85","-0.1","-0.59","-0.1","0.42","0","-0.29","-0.18","0.02","0.77","0.57","0.39","0.54","-3.05","-0.2","-0.18"
"1456",="1611","中電","16.6","-0.15","-0.9","6.64","0.4","1.18","2.74","-1.46","0.26","59.6","1.5","-0.02","1.8","-4.27","6.36","11.7"
"1457",="3702","大聯大","56.6","-0.1","-0.18","-0.08","0.03","-0.02","0","0.17","-0.01","0.03","-0.02","-0.09","-0.15","-0.83","-0.74","0.72"
"1458",="1215","卜蜂","96.3","+0.2","+0.21","0.01","0.72","0.34","0.01","0.61","0.43","-0.17","-0.72","-0.1","0.16","-0.37","-0.65","-0.08"
"1459",="3231","緯創","109","-1","-0.91","0.01","0.67","0.21","-1.04","1.76","-0.93","1.22","-1.49","0.82","0.44","-0.94","-0.99","0.41"
"1460",="5525","順天","24.9","+0.2","+0.81","-1.75","-3","19.1","-12.6","-9.68","-7.81","-2.58","-0.75","0.4","-2.32","0.17","-1.29","-0.68"
"1461",="6184","大豐電","50.2","-0.1","-0.2","-0.57","-1.46","-1.3","-1.4","-1.38","-1.1","-0.68","-0.78","0.01","-0.5","0.12","-0.26","1.92"
"1462",="3272","東碩","35.2","-0.9","-2.49","0.2","-0.75","-0.84","-0.15","2.58","0.29","0.65","-1.03","0.57","-1.05","0.66","-1.36","2.83"
"1463",="5904","寶雅","494","+14","+2.92","-0.24","-0.37","-0.45","-0.35","0.38","-0.41","-0.09","-0.38","-0.29","-0.35","-0.18","-0.22","-0.13"
"1464",="6830","汎銓","184","+5","+2.79","-0.25","","-0.52","0.86","-0.97","0.18","-0.18","-0.02","-0.91","0.26","-0.55","-0.93","0.06"
"1465",="6874","倍力","118.5","0","0","-0.37","","-0.3","-0.11","-0.41","-1.09","0.28","0.03","-0.24","-1.14","-0.74","-0.14","-0.17"
"1466",="2024","志聯","16.5","0","0","-0.53","-0.87","-1.13","-0.17","-0.64","-0.09","0.01","0.4","-0.3","1.86","-3.6","-2.23","0.34"
"1467",="3036","文曄","74","+0.1","+0.14","-0.25","0.04","0.01","-0.12","-0.12","0.05","-0.16","-0.17","-0.18","-0.23","-0.67","-0.84","-0.6"
"1468",="3162","精確","50.1","+1.15","+2.35","0.97","-0.63","2.5","0","0.46","-1.77","7.41","-2.49","-1.94","-1.35","2.04","0.32","7.1"
"1469",="3095","及成","23.75","0","0","-3.08","-23.7","-1.18","0.58","-1.14","2.1","-2.96","1.02","2.2","4.41","-11.1","-6.2","-0.98"
"1470",="5538","東明-KY","34.5","+0.3","+0.88","-0.93","-1","-2.06","-2.02","-2.59","-0.07","-0.9","-0.59","-0.42","-0.6","0.26","-1.05","-0.11"
"1471",="8478","東哥遊艇","395.5","-7.5","-1.86","-0.98","-4.42","-3.79","0.15","-2.13","-1.88","-0.35","2.27","0.11","0.1","-3.7","0.27","1.64"
"1472",="3552","同致","140","+8.5","+6.46","0.47","3.35","3.53","-0.58","0.39","-0.1","1.29","1.56","-3.98","-1.55","2.09","2.77","-3.17"
"1473",="6486","互動","71.3","0","0","0.28","-1.81","0.24","-0.52","2.57","3.64","0.34","-0.8","-0.7","-0.81","0.17","0.55","0.44"
"1474",="2406","國碩","15.85","-0.2","-1.25","-0.93","1.05","0.79","-1.25","-2.96","-2.45","-1.33","6.33","-0.6","2.41","-11.4","-0.43","-1.29"
"1475",="4558","寶緯","26.95","-0.05","-0.19","-0.25","-0.58","0.39","0.29","0","0.29","0","-0.42","-0.23","-0.51","-0.31","-1.18","-0.71"
"1476",="1264","德麥","285","0","0","0.02","0.48","0.42","0.28","0.01","-0.01","-0.12","0.04","0.18","0.35","-1.76","-0.04","0.36"
"1477",="3715","定穎投控","68.8","+4.6","+7.17","-0.17","","","","","0.21","-0.65","-0.58","1.99","-0.12","-2.64","-2.48","2.91"
"1478",="1441","大東","13.15","-0.1","-0.75","-0.7","-4.46","-0.65","9.66","-4.07","0.52","-20.4","3.39","-0.19","-3.52","-1.59","18.7","-5.78"
"1479",="5213","亞昕","26.6","-0.25","-0.93","5.47","-1.5","0.87","-0.48","-6.39","-3.57","78.9","-90.2","-2.97","-9.99","94.5","25.9","-19.4"
"1480",="5014","建錩","13.65","+0.05","+0.37","-0.06","2.21","1.34","-1.55","-0.57","-0.67","0.3","-0.51","-0.49","1.43","-2.42","-1.02","1.23"
"1481",="6235","華孚","144","-3","-2.04","1.71","-0.15","6.99","1.39","1.95","2.97","4.61","4.52","-4.89","-1.26","0.07","1.73","2.59"
"1482",="8443","阿瘦","11.7","0","0","0.33","-0.9","0.34","-0.27","6.3","-1.61","-0.13","-0.56","-2.2","-0.69","1.67","1.06","0.99"
"1483",="2729","瓦城","281.5","+2.5","+0.9","0.14","-0.59","-0.21","-0.38","-0.24","5.71","-0.3","-0.28","-0.61","-0.08","-0.71","0.2","-0.79"
"1484",="3413","京鼎","189.5","+3","+1.61","0.22","-0.81","-1.09","2.42","-2.77","-0.26","-1.41","4.11","2.01","3.84","-10","-0.27","6.94"
"1485",="3045","台灣大","93.5","+0.2","+0.21","-0.39","-0.11","-1.06","0.02","-0.36","-0.43","-0.41","-0.3","-0.29","0.02","-0.93","-0.53","-0.31"
"1486",="2105","正新","41.4","+1.7","+4.28","-0.01","-0.7","1.69","-1.62","-0.63","0.65","-0.19","0.69","-0.44","0.14","-2.2","1.33","1.15"
"1487",="1532","勤美","36.6","-0.05","-0.14","-0.9","-2.5","-2.18","-1.36","-1.89","-0.46","1.27","-0.23","-0.52","1.09","-2.08","-1.98","0.04"
"1488",="3284","太普高","16","-0.05","-0.31","-2.35","-21.5","1.51","3.02","3.56","6.42","-25.8","2.28","2.63","-0.7","-5.48","-1.68","7.61"
"1489",="6278","台表科","93.7","+0.3","+0.32","0.41","2.13","1.54","0.33","0.54","0.01","0.5","1.02","-1.32","-0.41","-1.18","0.53","1.3"
"1490",="8476","台境","65.9","+1.1","+1.7","-3.18","-5.3","-5.84","-2.84","-2.19","-14.1","-6.04","-0.68","-0.13","-0.49","-0.46","-0.29","0.23"
"1491",="1455","集盛","9.64","+0.01","+0.1","2.45","4.27","5.93","8.56","11.4","-7.14","1.75","0.12","-3.44","-1.47","4.24","1.11","4.09"
"1492",="6180","橘子","68.8","0","0","-1.08","-1.56","0.39","-0.14","-0.23","-2.48","-8.23","-2.19","0.16","0.39","0.33","0.17","0.39"
"1493",="4927","泰鼎-KY","56.6","+0.5","+0.89","-0.39","0.53","0.34","-0.61","0.18","-0.89","0.1","0.21","-0.29","-0.35","-1.45","-1.65","-0.81"
"1494",="2748","雲品","73.1","-0.6","-0.81","0.63","-0.39","-1.47","-1.69","9.33","0.22","0.11","-0.11","-2.08","-0.29","-0.01","-0.13","4.09"
"1495",="3645","達邁","41.7","-0.3","-0.71","-0.96","-1.31","-1.15","-1.32","-1.62","0.72","-0.53","1.22","-1.29","0.47","-3.12","-2","-1.61"
"1496",="3665","貿聯-KY","251.5","-0.5","-0.2","-0.65","-1.67","-1.23","0.47","-0.69","0.36","-0.31","-0.46","-0.12","0.16","-1.53","-2.1","-0.72"
"1497",="2419","仲琦","35.2","-0.95","-2.63","-0.25","-0.47","0.6","-0.58","0.55","0.57","0.15","-0.26","0.12","-0.95","-0.9","-0.82","-0.96"
"1498",="3380","明泰","37.5","-0.9","-2.34","-0.16","-0.53","0.37","0.07","0.38","0.3","-0.13","-0.05","-0.28","-0.17","-1.5","-0.51","0.15"
"1499",="2630","亞航","40.45","+3.55","+9.62","0.84","1.79","4.33","3.53","4.4","0.01","-0.56","-0.27","0.05","-0.5","-1.37","-0.63","-0.74"
"1500",="2449","京元電子","79","+0.1","+0.13","0.12","1.58","-0.53","1.78","0.86","-0.58","1.04","0.91","-0.82","-1.73","-0.49","-0.7","0.1"
"1501",="2727","王品","263","+6","+2.33","-0.75","-0.61","-1.24","-1.51","-3.36","2.69","-2.85","-0.79","-1.14","0.74","-1.23","-0.18","0.42"
"1502",="8112","至上","51.1","+0.7","+1.39","-0.39","0","0.12","-0.02","-0.29","-0.16","-0.15","-0.31","-0.44","-0.28","-1.36","-1.18","-0.59"
"1503",="2332","友訊","22.6","-0.45","-1.95","3.52","3.47","26","-0.49","-2.15","-2.13","9.31","-1.93","-2.18","0.98","0.66","0.67","10.1"
"1504",="4137","麗豐-KY","185","0","0","4.27","6.82","5.16","7.5","7.02","4.71","2.95","5.36","-6.26","-8.49","6.93","26.8","-7.26"
"1505",="3221","台嘉碩","26.9","-0.2","-0.74","2.98","-4.46","-7.52","-2.02","0.64","0.08","54.7","1.45","1.72","6.58","-16.1","-2.7","3.37"
"1506",="1108","幸福","15","0","0","-0.04","-0.29","1.06","-0.55","0.14","-0.33","1.14","-1.74","-1.59","1.28","-0.48","0.99","-0.11"
"1507",="3033","威健","29.4","-0.3","-1.01","-0.39","0.19","0.15","-0.1","-0.21","-0.12","0.03","0.18","-0.55","-0.81","-1.04","-1.12","-1.26"
"1508",="2754","亞洲藏壽司","139.5","0","0","-0.44","-0.52","-0.46","-0.34","-0.94","-0.13","-0.3","-0.45","0.57","-0.5","-1.66","-0.7","0.15"
"1509",="3346","麗清","48.75","+1.2","+2.52","-0.16","0.54","0.61","0.82","0.06","0.18","0.7","0.74","-1.31","-0.69","-1.05","-0.97","-1.58"
"1510",="3048","益登","23.75","+0.1","+0.42","-0.56","-0.28","-0.22","-0.14","-0.28","-0.18","-0.13","-0.08","-0.35","-0.64","-1.24","-1.58","-1.57"
"1511",="2031","新光鋼","47.75","-0.1","-0.21","3.68","16.4","-2.99","7.86","8.67","-2.57","5.59","0.46","-2.42","-4.07","3.54","3.68","9.96"
"1512",="2458","義隆","135.5","+0.5","+0.37","0.95","-0.6","0.79","3.14","-0.01","0.17","6.18","-2.43","-1.26","3.22","-1.05","2.66","0.53"
"1513",="2545","皇翔","39.3","0","0","-6.59","-2.7","-3.11","-6.03","9.2","-32.7","-1.73","9.68","-3.48","-5.98","-6.12","-22.8","-13.4"
"1514",="6873","泓德能源-創","108.5","+1.5","+1.4","-0.26","","-0.09","","0.01","-0.3","-0.13","-0.14","0.01","-1.92","-0.55","-0.2","0.73"
"1515",="2712","遠雄來","33.9","+0.1","+0.3","2.59","0.13","0.64","0.9","4.1","22.4","0.55","1.99","2.6","-3.91","0.73","1.09","-0.17"
"1516",="2312","金寶","16.55","+0.15","+0.91","-0.56","0.01","-1.28","-0.53","-0.08","-0.55","0.21","1.16","-0.77","-0.38","-2.34","-1.05","-1.08"
"1517",="5546","永固-KY","28.95","+0.65","+2.3","-0.69","-0.59","2.32","-2.82","-0.31","-0.87","-0.35","0.23","0.62","-1.57","-2.2","-1.14","-1.57"
"1518",="2947","振宇五金","87","-0.5","-0.57","-0.68","-0.96","-0.72","-0.45","-0.69","-0.74","-0.34","-0.51","-0.7","-0.74","-0.75","-0.6","-0.96"
"1519",="3287","廣寰科","24.5","0","0","2.86","7.79","-2.98","0.5","1.32","0.63","8.38","-0.79","-9.66","9.38","-4.11","14.3","9.52"
"1520",="3232","昱捷","24.15","-0.05","-0.21","-0.1","-0.24","1.41","-0.52","-0.88","2.21","-0.13","1.1","-0.1","-1.46","-2.03","-1.39","0.77"
"1521",="4904","遠傳","71.6","+0.2","+0.28","-0.11","-0.82","-1.04","-0.81","-0.89","6.13","-0.86","-0.52","-1.08","-0.69","-0.59","0.01","-0.1"
"1522",="3682","亞太電","6","0","0","-0.07","2.76","0.82","0.15","-0.16","0.21","2.35","-1.89","-1.15","0.43","-0.21","-2.13","-1.96"
"1523",="5906","台南-KY","73.2","0","0","0.61","4.5","0.5","0.08","1.2","4.31","0.5","-0.67","-2.31","-1.14","0.33","0.23","-0.18"
"1524",="2543","皇昌","11.9","-0.15","-1.24","1.42","-0.47","-0.03","-0.91","-0.4","-0.58","23.9","-0.38","-0.75","-1.02","-0.74","-1.06","-0.44"
"1525",="4207","環泰","17.8","-0.25","-1.39","2.81","-0.16","1.6","1.08","1.11","-0.78","34.1","0.41","-0.67","-0.37","-2.23","-0.3","-0.09"
"1526",="2429","銘旺科","18","-0.1","-0.55","0.12","4.22","2.3","1.92","-0.56","-0.05","0.08","-1.75","1.46","2.37","-5.05","-2.3","-1.21"
"1527",="5386","青雲","51.6","-0.3","-0.58","-0.04","0.05","0.15","0.13","0.3","0.28","0.59","-0.76","-1.12","1.29","-2.36","-0.38","1.31"
"1528",="5515","建國","14","-0.2","-1.41","3.02","0.99","2.34","12.8","2.52","2.12","3.07","-3.79","-4.33","1.41","3.28","5.91","9.88"
"1529",="1231","聯華食","85.5","+0.1","+0.12","0.23","1.49","1.99","0.46","1.25","-0.26","1.28","-0.01","-1.7","0.08","-1.38","1.14","-1.56"
"1530",="2030","彰源","18.55","+0.15","+0.82","-0.66","-0.15","0.4","-1.22","-0.12","-0.54","-0.15","0.08","-1.81","-1.06","-0.12","-0.57","-2.66"
"1531",="6568","宏觀","128","-3","-2.29","0.55","-1.15","-1.2","-1.38","-0.38","7.08","1.63","2.1","-1.53","0.21","-2.32","4.94","-1.45"
"1532",="3028","增你強","31.3","-0.15","-0.48","-0.34","0.47","0.61","-0.08","0.11","0.11","0.02","-0.11","-1","-0.97","-1.2","-1.4","-0.62"
"1533",="6472","保瑞","670","-10","-1.47","3.5","-2.88","58.4","0.23","-0.86","-0.92","-0.34","0.13","-0.03","5.09","-4.19","-2.2","-10.4"
"1534",="2440","太空梭","14.3","-0.35","-2.39","-0.19","2.11","2.25","-0.56","-0.03","-0.98","0.85","1.57","-2.62","-1.08","-0.85","-0.28","-2.63"
"1535",="6443","元晶","30.2","-0.2","-0.66","-0.04","-0.31","1.05","1.43","-0.18","-1.29","-0.27","-2.01","-0.44","-0.56","-0.39","1.92","0.62"
"1536",="8940","新天地","23.6","-0.2","-0.84","-0.28","9.38","2.6","-0.81","-2.58","-6.08","-1.38","-0.27","-1.03","-0.67","-1.25","-0.85","-0.42"
"1537",="3360","尚立","12.8","-0.25","-1.92","-0.71","-0.3","-0.89","-0.06","-0.59","-0.05","-0.27","-0.04","-0.78","-0.45","-2.39","-1.53","-1.18"
"1538",="4523","永彰","46","+0.3","+0.66","13.2","-10.4","15.8","-1.67","27.7","10.2","6.85","36.9","-32.2","1.1","-12.2","138","-21.3"
"1539",="2528","皇普","28.85","-0.25","-0.86","-201","-576","-0.07","-0.05","-0.03","-0.22","-0.16","-1","-0.03","-1838","-0.73","-0.13","1.28"
"1540",="2008","高興昌","21.25","-0.4","-1.85","8.6","22.8","-3.6","-3.6","-3.44","1.29","-4.33","-2.58","1.5","1.08","-4.32","2.98","95.5"
"1541",="2073","雄順","30.6","-0.05","-0.16","-0.57","","-0.52","","-0.49","-0.16","-0.64","0.1","-0.82","-1.14","-1.69","-0.79","0.44"
"1542",="2520","冠德","33.75","+0.05","+0.15","-0.91","-1.38","-0.75","-1.22","-0.44","-0.27","-1.14","-0.92","-1.19","-1.1","-0.52","-0.78","-1.16"
"1543",="1909","榮成","14.7","+0.05","+0.34","-1.87","-2.81","-2.85","-3.39","-1.21","-2.23","-2.44","0","0.6","-1.53","-2.62","-1.81","-2.14"
"1544",="9938","百和","53.8","+1.5","+2.87","-1.3","-0.8","-1.33","-0.03","-0.83","1.04","1.55","-0.2","0.97","-0.13","-6.05","-6.06","-3.75"
"1545",="4148","全宇生技-KY","51.3","-0.2","-0.39","1.38","2.4","2.34","3.16","2.18","1.66","2.07","1.34","-0.08","1.15","-6.31","2.5","4.1"
"1546",="8299","群聯","446.5","+8","+1.82","2.9","7.44","34.4","1.68","1.38","0.05","1.24","0.95","1.58","0.78","-8.8","-5.2","-0.67"
"1547",="3564","其陽","43.15","-1.2","-2.71","-0.86","-0.46","-1.81","0.51","-0.88","-0.67","-0.59","-0.47","-0.63","-0.1","-2.25","-1.72","-1.24"
"1548",="2069","運錩","16.9","0","0","-0.67","-0.26","0.2","-1.3","-0.53","0.51","-0.15","-0.4","-1.28","-1.43","-0.5","-1.14","-1.75"
"1549",="2465","麗臺","35.8","-0.45","-1.24","-0.31","0.3","0.43","0.15","-0.41","-0.08","0.15","0.41","-0.57","-3.09","0.07","-0.37","-0.73"
"1550",="3710","連展投控","9.88","-0.1","-1","-1.55","-4.65","-5.45","-0.1","-1.16","0.85","-8.26","-4.2","3.34","0.42","-3.23","0.6","3.29"
"1551",="9906","欣巴巴","51.4","-3","-5.51","-1626","-14.4","-26.6","-22.7","-19441","-1.08","-1.86","-0.79","-0.3","-1.2","-3.53","-2.69","-0.28"
"1552",="2726","雅茗-KY","23.2","-0.5","-2.11","-0.59","3.15","4.12","1.13","3.08","1.74","-1.67","19.3","-27.1","-2.76","1.8","-1.67","-8.24"
"1553",="1240","茂生農經","48","+0.2","+0.42","0.84","3.15","3.02","1.38","2.04","2.91","0.77","-1.04","0.17","-1.81","-1.28","-0.1","0.85"
"1554",="8341","日友","113","-1.5","-1.31","-1.31","-1.31","3.6","-2.24","-1.09","-1.29","1.1","4.34","-3.47","-0.81","-4.29","-1.27","-8.99"
"1555",="5016","松和","28.65","-0.05","-0.17","-0.73","0.09","-0.28","-0.85","-0.71","-0.32","-0.61","0.02","-1.39","-4.03","1.38","-0.48","-1.59"
"1556",="5284","jpp-KY","149.5","+3.5","+2.4","-0.08","3.84","-3.9","0.96","-0.33","0.79","-0.37","-0.42","1.36","0.54","-4.6","-1.26","2.47"
"1557",="9934","成霖","14.75","+0.1","+0.68","0.13","-0.65","1.9","0.1","0.9","-0.51","-0.12","-0.31","-2.4","0.03","-1.22","2.33","1.48"
"1558",="4907","富宇","39.15","+0.4","+1.03","-103","-0.61","-0.07","-0.51","-0.36","-129","-0.07","-0.4","-2.64","-206","-0.61","-902","10.5"
"1559",="3632","研勤","14.3","-0.2","-1.38","4.39","-26.9","-18.2","-5.59","-5.81","-7.84","121","4.44","-6.63","1.89","-2.01","-0.95","-0.39"
"1560",="3058","立德","18.95","-0.4","-2.07","0.44","0.34","1.25","2.51","-2.16","-0.97","1.96","-3.85","-0.32","-1.38","1.01","4.5","2.42"
"1561",="2314","台揚","37.8","-0.4","-1.05","-0.25","0.62","1.56","0.36","0.4","-0.17","1.18","0.29","-3.62","0.18","-1.24","-1","-1.6"
"1562",="8047","星雲","11.4","0","0","0.93","6.21","3.95","-0.62","5.11","1.15","1.47","1.08","-4.43","-4.47","3.55","2.35","-4.18"
"1563",="8092","建暐","11.9","-0.05","-0.42","-0.13","4.97","0.73","5.04","-2.05","-1.23","-0.77","0.51","-1.68","-1.58","-1.64","-1.2","-2.62"
"1564",="6244","茂迪","28","-0.25","-0.88","-0.35","1.57","-1.23","-0.28","0.66","0.87","-4.69","1.16","1.73","1.27","-6.51","-0.08","1.36"
"1565",="2104","國際中橡","20.05","+0.05","+0.25","-0.36","-0.56","-0.98","-0.35","1.96","2.88","-0.92","1.57","1.42","0.46","-8.23","-1.97","0.38"
"1566",="6661","威健生技","23.4","0","0","0.13","-0.1","2.3","-1.78","-0.67","-0.73","3.82","-1.07","-2.96","-0.48","0.69","-0.16","2.68"
"1567",="1795","美時","246","-1.5","-0.61","-2.36","-2.69","-1.37","-3.64","-3.5","-3.62","-2.59","-1.1","-2.18","-0.2","-1.94","-3.52","-2.02"
"1568",="4129","聯合","67.8","+1","+1.5","-1.75","0.74","-1.02","-4.78","-4.39","-0.32","-3.94","-1.45","-4.53","3.8","-2.48","-2.01","-0.58"
"1569",="6218","豪勉","27.25","-0.5","-1.8","1.12","4.3","-0.31","5.36","3.18","-0.35","3.19","-1.22","-4.85","-1.48","0.7","2.94","2.03"
"1570",="3685","元創精密","23.45","+0.3","+1.3","0.1","-0.22","7","-0.85","-0.05","1.99","1.13","1.83","-3.23","-0.88","-2.87","-1.76","-0.84"
"1571",="4556","旭然","29.4","+0.3","+1.03","-1.8","0.58","-3.87","-2.01","-3.9","-0.75","-2.19","-1.46","-2.93","0.41","-1.68","-4.08","0.23"
"1572",="1608","華榮","20.95","+0.05","+0.24","7.28","9.57","21.4","38.9","-1.35","2.25","5.84","-8.21","-7.62","7.63","3.49","8.88","6.53"
"1573",="9946","三發地產","14.15","-0.2","-1.39","0.02","1.86","0.92","2.18","0.09","-1","-0.38","-3.27","-0.95","-0.76","-3.03","0.98","3.62"
"1574",="3581","博磊","28.2","-0.75","-2.59","1.02","0.06","8.69","2.02","-1.17","2.06","-0.65","-2.29","-3.54","3.31","-2.78","4.01","2.48"
"1575",="3703","欣陸","26.65","+0.1","+0.38","-1.07","-0.45","-0.21","-1.26","-0.32","-0.02","-0.19","-0.52","-0.53","-0.47","-4.1","-3.01","-1.8"
"1576",="3691","碩禾","82.2","-2.4","-2.84","-1.7","1.61","1.87","-0.75","-3.63","-2.74","-2.09","6.59","-1.47","-0.28","-14.7","-1.97","-2.87"
"1577",="3259","鑫創","27.25","0","0","-0.3","0.9","-1.24","-0.6","1.2","1.28","0.96","2.17","2.95","2.76","-13.5","-1.22","0.69"
"1578",="6625","必應","112.5","-2","-1.75","0.5","4.31","0.21","0.03","-0.56","7.8","-3.76","-2.63","-3.46","0.23","-1.33","2.11","3.06"
"1579",="5356","協益","28.05","+0.05","+0.18","0.85","-1.86","1.71","2.44","3.5","1.35","2.04","2.53","0.39","-3.57","-4.84","10.4","-3.92"
"1580",="4972","湯石照明","28.4","+0.15","+0.53","-0.7","6.5","5.86","-5.54","-3.41","0.98","1.83","-1.89","-1.76","-3.11","1.25","-3.13","-6.02"
"1581",="1337","再生-KY","7.4","+0.01","+0.14","3.11","2.57","1.79","2.29","1.57","2.1","21.4","5.59","5.47","-12.3","-2.02","5.02","3.86"
"1582",="8462","柏文","131.5","-1","-0.75","-0.65","-0.93","-1.09","-1.62","1.62","5.22","-1.04","-1.79","-1.39","-1.92","-0.73","-2.82","-1.26"
"1583",="8042","金山電","34.95","+0.15","+0.43","-0.86","-1.29","-8.55","0.3","1.48","-1.14","0.69","5.76","2.07","-3.52","-11.4","1.26","3.96"
"1584",="4154","樂威科-KY","16.4","-0.3","-1.8","0.42","1.48","2.47","-0.03","-1.1","-5.32","32.6","-0.98","-4.66","-7.15","6.97","-4.4","-14.8"
"1585",="2023","燁輝","15.15","0","0","-0.18","5.12","-0.33","1.83","0.52","2.7","0.68","0.9","-0.78","-2.76","-4.23","-2.1","-3.74"
"1586",="3363","上詮","64","+0.3","+0.47","1.42","8.18","-10.7","3.95","2.96","2.25","-1.85","-6.8","-3.64","4.86","-0.1","14.2","3.71"
"1587",="2022","聚亨","12.25","-0.15","-1.21","-2.26","-1.43","-6.04","-2.56","-1.74","-1.91","-9.8","0.34","-4.55","-1.75","0.63","4.24","-2.51"
"1588",="5516","雙喜","30.3","-0.55","-1.78","-1.36","-0.91","-0.24","-1.73","-1.65","-1.68","-0.62","-1.49","-2.27","-1.54","-1.13","-1.76","-1.25"
"1589",="2034","允強","27.15","-0.15","-0.55","0.07","2.78","-4.34","3.5","1.04","-1.08","4.96","3.11","0.73","3.28","-16.5","-0.54","3.9"
"1590",="2535","達欣工","33.95","+0.35","+1.04","0.41","1.31","0.52","1.93","-0.59","-0.61","1.28","-0.74","-4.57","-1.96","1.11","5.15","2.09"
